MerchantId,PaymentType,MerchantReferenceId,PhonePeReferenceId,StoreId,StoreName,TerminalId,TerminalName,From,Instrument,CreationDate,TransactionDate,SettlementDate,BankReferenceNo,Amount,Fee,IGST,CGST,SGST
ABFRLPETERENGLAND,PAYMENT,66044-6604401-20230605142446,T2306051955157584915846,66044,Peter England,6604401,6604401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3166.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPEPINELABS,PAYMENT,50124043139,T2306051427451524152629,134891,Louis Philippe Connaught Place,215511,13097,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571683876,999.500000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPEPINELABS,PAYMENT,50124043138,T2306051422408974915676,134891,Louis Philippe Connaught Place,215511,13097,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571683876,8597.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28110-2811001-20230605131746,T2306051848000632427218,28110,VAN HEUSEN,2811001,2811001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,6999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28110-2811001-20230605110733,T2306051637392670375930,28110,VAN HEUSEN,2811001,2811001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,3299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13701-1370101-20230605150038,T2306052031525151602969,13701,Louis Philippe,1370101,1370101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,9297.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66106-6610601-20230605150737,T2306052037518131075823,66106,Peter England,6610601,6610601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,5008.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66106-6610601-20230605130445,T2306051835035949298776,66106,Peter England,6610601,6610601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3798.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66106-6610601-20230605151024,T2306052040568154915366,66106,Peter England,6610601,6610601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1399.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13389-1338901-20230605163637,T2306052206571939472777,13389,Louis Philippe,1338901,1338901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,2799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66285-6628501-20230605092117,T2306051451433441602993,66285,Peter England,6628501,6628501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,699.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36856-3685601-20230605124954,T2306051820139774443371,36856,As Prime Krishnagiri,3685601,3685601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,17541.750000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36856-3685601-20230605051824,T2306051049175071602887,36856,As Prime Krishnagiri,3685601,3685601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36856-3685601-20230605115506,T2306051725328457866536,36856,As Prime Krishnagiri,3685601,3685601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5994.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36856-3685601-20230605125840,T2306051829054454534955,36856,As Prime Krishnagiri,3685601,3685601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,649.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,67093-6709301-20230605125925,T2306051829466417875441,67093,67093,6709301,6709301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4346.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,67093-6709301-20230605081126,T2306051342234058674829,67093,67093,6709301,6709301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1197.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,67093-6709301-20230605054924,T2306051119327019170999,67093,67093,6709301,6709301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3097.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63837-6383701-20230605141641,T2306051946554023858015,63837,Peter England,6383701,6383701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3098.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36512-3651201-20230605135019,T2306051920508282246161,36512,As Prime Narasaraopet,3651201,3651201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,6995.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36512-3651201-20230605154609,T2306052116406422024935,36512,As Prime Narasaraopet,3651201,3651201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,3646.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,17830-1783001-20230605155341,T2306052123507365679501,17830,Lp All Star Farrukhabad,1783001,1783001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,3100.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,17830-1783001-20230605152938,T2306052059480803120927,17830,Lp All Star Farrukhabad,1783001,1783001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,6495.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,17830-1783001-20230605114526,T2306051716040402427938,17830,Lp All Star Farrukhabad,1783001,1783001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,5198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63978-6397801-20230605160802,T2306052138235980872560,63978,Peter England,6397801,6397801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4097.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63978-6397801-20230605143005,T2306052000206572530403,63978,Peter England,6397801,6397801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63978-6397801-20230605143530,T2306052005394042573186,63978,Peter England,6397801,6397801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63978-6397801-20230605080555,T2306051336131967096461,63978,Peter England,6397801,6397801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2997.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63828-6382801-20230605131851,T2306051849113864911350,63828,Peter England,6382801,6382801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63828-6382801-20230605141024,T2306051940556005380059,63828,Peter England,6382801,6382801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,432.660000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,39951-3995101-20230605142929,T2306051959492375601352,39951,Allen Solly,3995101,3995101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,4098.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,39951-3995101-20230605131730,T2306051848146204820194,39951,Allen Solly,3995101,3995101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,39951-3995101-20230605062827,T2306051158435637394784,39951,Allen Solly,3995101,3995101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,4397.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,39951-3995101-20230605150615,T2306052036407836881361,39951,Allen Solly,3995101,3995101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2718.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62883-6288301-20230605102810,T2306051558302152841064,62883,PETER ENGLAND - Erode Road,6288301,6288301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,5106.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62883-6288301-20230605105611,T2306051626351872427255,62883,PETER ENGLAND - Erode Road,6288301,6288301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63904-6390401-20230605135632,T2306051927069391602141,63904,Peter England,6390401,6390401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13348-1334801-20230605160401,T2306052134157374911262,13348,Louis Philippe - Abba Road,1334801,1334801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,6999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13348-1334801-20230605090102,T2306051431555942307499,13348,Louis Philippe - Abba Road,1334801,1334801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,1998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62562-6256201-20230605072011,T2306051250219372096282,62562,Peter England - Malviya Nagar New Market,6256201,6256201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,13193.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66335-6633501-20230605102230,T2306051554036455911809,66335,Peter England,6633501,6633501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2498.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66335-6633501-20230605101811,T2306051548442945679374,66335,Peter England,6633501,6633501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,37524-3752401-20230605133819,T2306051908478243532536,37524,As Prime Suryapet,3752401,3752401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,996.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,37524-3752401-20230605082147,T2306051351584446291222,37524,As Prime Suryapet,3752401,3752401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5696.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66071-6607101-20230605113618,T2306051706260444399501,66071,Peter England,6607101,6607101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,400.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66071-6607101-20230605103651,T2306051607204313992099,66071,Peter England,6607101,6607101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1629.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66223-6622301-20230605142633,T2306051956478420638844,66223,Peter England,6622301,6622301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2697.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66223-6622301-20230605073123,T2306051301348039298494,66223,Peter England,6622301,6622301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3096.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66223-6622301-20230605133147,T2306051901589214244151,66223,Peter England,6622301,6622301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,238.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66223-6622301-20230605072252,T2306051253029430375901,66223,Peter England,6622301,6622301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3698.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66223-6622301-20230605145309,T2306052023268990274319,66223,Peter England,6622301,6622301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2997.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28354-2835401-20230605092609,T2306051456227383437906,28354,28354,2835401,2835401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,438.090000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,17250-1725001-20230605073118,T2306051302252290897097,17250,Louis Philippe Vijaypur,1725001,1725001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,1300.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,17250-1725001-20230605151000,T2306052040151701316679,17250,Louis Philippe Vijaypur,1725001,1725001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,2799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66594-6659401-20230605141737,T2306051947520674820616,66594,Pe Blue Tapadia City Center,6659401,6659401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13224-1322401-20230605154155,T2306052112106939298093,13224,Louis Philippe - Laxmipuram,1322401,1322401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,7397.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13224-1322401-20230605154640,T2306052117283639296206,13224,Louis Philippe - Laxmipuram,1322401,1322401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,11296.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13224-1322401-20230605155912,T2306052129346045124135,13224,Louis Philippe - Laxmipuram,1322401,1322401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,7297.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13224-1322401-20230605143417,T2306052004588375028955,13224,Louis Philippe - Laxmipuram,1322401,1322401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,5998.700000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13224-1322401-20230605114840,T2306051718465371075652,13224,Louis Philippe - Laxmipuram,1322401,1322401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,348.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,11097-1109702-20230605153836,T2306052108500570393786,11097,Louis Philippe - Hal 2ND Stage,1109702,1109702,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,4198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,11097-1109702-20230605143552,T2306052006102425966321,11097,Louis Philippe - Hal 2ND Stage,1109702,1109702,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,2999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605045623,T2306051026515130228479,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2028.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605073601,T2306051306293495966482,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,5000.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605135027,T2306051920443765911725,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2807.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605152226,T2306052052353019944148,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2402.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605100953,T2306051540014088849308,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4196.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66282-6628201-20230605045250,T2306051022586302879711,66282,Peter England,6628201,6628201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3298.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605070411,T2306051234221399061094,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2448.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605104729,T2306051617503318041207,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3098.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605140750,T2306051938312636996007,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3097.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605132500,T2306051855231839061532,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605090702,T2306051437100363437778,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3898.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605090847,T2306051438555769754148,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66133-6613301-20230605085913,T2306051429494545028888,66133,Peter England,6613301,6613301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13354-1335401-20230605121226,T2306051743089926291408,13354,Louis Philippe - Commercial Street,1335401,1335401,PhonePe Private Limited,PG_CC_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,12695.000000,-177.730000,0.000000,-15.995700,-15.995700
ABFRLLOUISPHILIPPE,PAYMENT,13354-1335401-20230605164630,T2306052216592770638790,13354,Louis Philippe - Commercial Street,1335401,1335401,PhonePe Private Limited,PG_CC_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,8996.150000,-125.946100,0.000000,-11.335100,-11.335100
ABFRLPETERENGLAND,PAYMENT,66224-6622401-20230605121951,T2306051750014936802519,66224,Peter England,6622401,6622401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,9695.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66224-6622401-20230605091239,T2306051442492627922494,66224,Peter England,6622401,6622401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4597.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66224-6622401-20230605060346,T2306051133583727922969,66224,Peter England,6622401,6622401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,8096.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66395-6639501-20230605151817,T2306052048227195028236,66395,Pe Blue Dr.As Rao Nagar,6639501,6639501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13735-1373501-20230605070252,T2306051233028018041435,13735,Louis Philippe,1373501,1373501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,38.500000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36736-3673601-20230605153340,T2306052103523730228616,36736,As Prime Koduvally,3673601,3673601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,300.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36736-3673601-20230605123726,T2306051807514562135121,36736,As Prime Koduvally,3673601,3673601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1699.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36736-3673601-20230605101137,T2306051541588326881405,36736,As Prime Koduvally,3673601,3673601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2997.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66731-6673101-20230605144054,T2306052011079938881166,66731,Pe Red Laxmi Nagar,6673101,6673101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,327.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66731-6673101-20230605132539,T2306051856340360274189,66731,Pe Red Laxmi Nagar,6673101,6673101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3698.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66042-6604201-20230605075411,T2306051324209418674525,66042,Peter England,6604201,6604201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2397.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66042-6604201-20230605132843,T2306051858509630638882,66042,Peter England,6604201,6604201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3598.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62575-6257501-20230605144807,T2306052018168268227198,62575,Peter England - South Kamala Nagar,6257501,6257501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605131759,T2306051848059512924690,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2158.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605143903,T2306052009546683437339,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5326.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605123701,T2306051807235522900471,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1699.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605124555,T2306051816127144399099,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1624.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605152424,T2306052055043640638893,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5126.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36829-3682901-20230605145353,T2306052024090263260050,36829,As Prime Proddatur,3682901,3682901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5597.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,37822-3782201-20230605080522,T2306051335458587096434,37822,As Prime Khammam,3782201,3782201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5297.000000,0.000000,0.000000,0.000000,0.000000
