"Deposit Date","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
24-05-2024,55572,62464320,"AXIS Cash","CASH CORR LOCATION",2640.00
24-05-2024,51534,284163,"AXIS Cash","CASH CORR LOCATION",10600.00
24-05-2024,36072,59994151,"AXIS Cash",AHMEDABAD,200000.00
24-05-2024,25971,2597100004,"AXIS Cash","NEW DELHI",2800.00
24-05-2024,25971,2597100005,"AXIS Cash","NEW DELHI",3500.00
24-05-2024,25997,2599700009,"AXIS Cash",AHMEDABAD,41500.00
24-05-2024,25917,74985201,"AXIS Cash",JODHPUR,70800.00
24-05-2024,25907,2590700022,"AXIS Cash",HARIDWAR,7800.00
24-05-2024,25907,2590700023,"AXIS Cash",HARIDWAR,39200.00
24-05-2024,25805,196064,"AXIS Cash","CASH CORR LOCATION",17460.00
24-05-2024,16152,2000002,"AXIS Cash",VISAKHAPATNAM,33780.00
24-05-2024,16161,1616100002,"AXIS Cash","NEW DELHI",15500.00
24-05-2024,16161,1616100001,"AXIS Cash","NEW DELHI",16630.00
24-05-2024,16161,1616100003,"AXIS Cash","NEW DELHI",28000.00
24-05-2024,15946,1594600014,"AXIS Cash","NAWADA NWD BH",750.00
23-05-2024,15946,1594600013,"AXIS Cash","NAWADA NWD BH",2240.00
23-05-2024,16152,5200001,"AXIS Cash",VISAKHAPATNAM,62600.00
23-05-2024,25997,2599700008,"AXIS Cash",AHMEDABAD,10000.00
23-05-2024,57100,5710000713,"AXIS Cash",CHENNAI,3064.00
23-05-2024,57108,80971032,"AXIS Cash",MYSORE,4500.00
23-05-2024,57124,60267542,"AXIS Cash",GUWAHATI,12330.00
23-05-2024,57120,73453030,"AXIS Cash",BANGALORE,3600.00
23-05-2024,57126,4790460,"AXIS Cash","CASH CORR LOCATION",1700.00
23-05-2024,57115,58758969,"AXIS Cash",HYDERABAD,130.00
23-05-2024,57114,58757720,"AXIS Cash",HYDERABAD,5500.00
23-05-2024,57129,5712900623,"AXIS Cash",BANGALORE,1750.00
23-05-2024,57134,58996884,"AXIS Cash",BANGALORE,20210.00
23-05-2024,57137,5713700478,"AXIS Cash",HYDERABAD,1198.00
23-05-2024,57147,74917579,"AXIS Cash",BHUBANESHWAR,3500.00
23-05-2024,57144,571540041,"AXIS Cash",CHENNAI,6855.00
23-05-2024,57143,61623387,"AXIS Cash",TIRUPATHI,8880.00
23-05-2024,57152,80867932,"AXIS Cash","CASH CORR LOCATION",1500.00
23-05-2024,57156,62126698,"AXIS Cash",CHENNAI,6495.00
23-05-2024,57159,5715900037,"AXIS Cash",BANGALORE,2630.00
23-05-2024,57160,5716000335,"AXIS Cash",COIMBATORE,24790.00
23-05-2024,57162,752121,"AXIS Cash","CASH CORR LOCATION",4560.00
23-05-2024,57164,5716400424,"AXIS Cash","CASH CORR LOCATION",10070.00
23-05-2024,57166,80311437,"AXIS Cash",BANGALORE,300.00
23-05-2024,57167,5716700698,"AXIS Cash",AHMEDABAD,21500.00
23-05-2024,57180,571000660,"AXIS Cash","CASH CORR LOCATION",2475.00
23-05-2024,57183,62696102,"AXIS Cash","CASH CORR LOCATION",2670.00
23-05-2024,57184,5718400654,"AXIS Cash",CALICUT,7480.00
23-05-2024,57189,5718900672,"AXIS Cash",HYDERABAD,13603.00
23-05-2024,57191,5719100194,"AXIS Cash",AHMEDABAD,3463.00
23-05-2024,57193,5719300339,"AXIS Cash",TRIVANDRUM,4763.00
23-05-2024,57190,5719000385,"AXIS Cash",SURAT,25578.00
23-05-2024,57198,61006315,"AXIS Cash",HYDERABAD,8222.00
23-05-2024,57267,9182074,"AXIS Cash",HUBLI,1900.00
23-05-2024,57291,79936919,"AXIS Cash",RAJKOT,8746.00
23-05-2024,57513,79171383,"AXIS Cash","KOTA - RAJASTHAN",3100.00
23-05-2024,57611,5764400254,"AXIS Cash",AHMEDABAD,1307.00
23-05-2024,57609,79932238,"AXIS Cash",BANGALORE,6000.00
23-05-2024,57625,5762500369,"AXIS Cash",AJMER,2533.00
23-05-2024,57638,5763800305,"AXIS Cash",RAJKOT,17482.00
23-05-2024,57621,5762100297,"AXIS Cash",AHMEDABAD,14767.00
23-05-2024,57724,1150092,"AXIS Cash",GUWAHATI,2737.00
23-05-2024,57653,576300305,"AXIS Cash",JAIPUR,6120.00
23-05-2024,57791,5779100288,"AXIS Cash",BANGALORE,1500.00
23-05-2024,57792,9889969,"AXIS Cash",AHMEDABAD,2870.00
23-05-2024,57815,5781500360,"AXIS Cash",JAIPUR,4500.00
23-05-2024,57832,49461082,"AXIS Cash",KAKINADA,8683.00
23-05-2024,57833,40490760,"AXIS Cash",SRIGANGANAGAR,6000.00
23-05-2024,57847,80179391,"AXIS Cash",PANAJI,5840.00
23-05-2024,57867,5786700167,"AXIS Cash",HYDERABAD,13407.00
23-05-2024,57899,79716707,"AXIS Cash",AHMEDABAD,11680.00
23-05-2024,59176,5917600438,"AXIS Cash",AMBALA,6350.00
23-05-2024,59716,5971600771,"AXIS Cash",BHATINDA,13050.00
23-05-2024,85491,62291475,"AXIS Cash",BANGALORE,5850.00
23-05-2024,87652,8765200411,"AXIS Cash",AMBALA,5000.00
23-05-2024,86080,8608000001,"AXIS Cash","KAITHAL - HARYANA",36630.00
23-05-2024,88456,6162649,"AXIS Cash","CASH CORR LOCATION",11520.00
23-05-2024,99164,9916400641,"AXIS Cash","CASH CORR LOCATION",130500.00
23-05-2024,99201,9920100379,"AXIS Cash",AHMEDABAD,123120.00
23-05-2024,99206,61076455,"AXIS Cash",BANGALORE,14250.00
23-05-2024,VNK,015755411,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",11894.00
23-05-2024,35834,0041763027,"ICICI Cash","ANGAMALY 683572",3790.00
23-05-2024,85986,8598600018,"ICICI Cash",HISSAR,10510.00
23-05-2024,85910,6019001801,"ICICI Cash",CHANDIGARH,146040.00
23-05-2024,59588,6029772608,"ICICI Cash",BARNALA,24250.00
23-05-2024,62766,6689900583,"ICICI Cash",CHENNAI,70.00
23-05-2024,59586,6029407159,"ICICI Cash","AMBALA CANTT BRANCH",3020.00
23-05-2024,55736,6027602098,"ICICI Cash",BHATINDA,7180.00
23-05-2024,MADGAR,6029722040,"ICICI Cash","GURDASPUR - 143521",9190.00
23-05-2024,MADGAR,6027932473,"ICICI Cash",KURNOOL,3210.00
23-05-2024,5724,3025037,IDFC,CHANDIGARH,22400.00
23-05-2024,99026,3025573,IDFC,CHANDICORR,19500.00
23-05-2024,99024,3025857,IDFC,CHANDICORR,203500.00
23-05-2024,99043,3508048,IDFC,BANGLCASH,8500.00
23-05-2024,99100,3646025,IDFC,HYDCASH,121000.00
23-05-2024,99103,3621182,IDFC,CHENCASH,15000.00
22-05-2024,99103,3621181,IDFC,CHENCASH,15000.00
22-05-2024,99102,1662195,IDFC,CHENCASH,30000.00
22-05-2024,99100,3646024,IDFC,HYDCASH,25740.00
22-05-2024,99043,3508047,IDFC,BANGLCASH,90500.00
22-05-2024,99035,Y9487305,IDFC,KOLCASH,91600.00
22-05-2024,99110,9911000705,IDFC,DELHICASH,52500.00
22-05-2024,99115,9911500712,IDFC,DELHICASH,387750.00
22-05-2024,99124,9912400770,IDFC,DELHICASH,92400.00
22-05-2024,99024,3025856,IDFC,CHANDICORR,286220.00
22-05-2024,99026,3025575,IDFC,CHANDICORR,8500.00
22-05-2024,99032,9903200765,IDFC,DELHICASH,77500.00
22-05-2024,99009,9900900767,IDFC,DELHICASH,360800.00
22-05-2024,99009,9900900768,IDFC,DELHICASH,370000.00
22-05-2024,5724,3025036,IDFC,CHANDIGARH,64000.00
22-05-2024,99008,3312516,IDFC,MUMBAICASH,80600.00
22-05-2024,MADGAR,6029722039,"ICICI Cash","GURDASPUR - 143521",7000.00
22-05-2024,MADGAR,6030126877,"ICICI Cash",JAIPUR,5600.00
22-05-2024,MADGAR,6027932474,"ICICI Cash",KURNOOL,2850.00
22-05-2024,99159,6030236832,"ICICI Cash",DELHI,36400.00
22-05-2024,55736,6027602097,"ICICI Cash",BHATINDA,1680.00
22-05-2024,59586,6029407158,"ICICI Cash","AMBALA CANTT BRANCH",11000.00
22-05-2024,62766,6689900582,"ICICI Cash",CHENNAI,7850.00
22-05-2024,59588,6029772607,"ICICI Cash",BARNALA,12540.00
22-05-2024,65960,6596000018,"ICICI Cash","FATEHPUR BRANCH - 212601",4500.00
22-05-2024,85986,8598600017,"ICICI Cash",HISSAR,6300.00
22-05-2024,99123,6030264496,"ICICI Cash",DELHI,69750.00
22-05-2024,99133,6030033566,"ICICI Cash",LUCKNOW,292600.00
22-05-2024,99158,9915800708,"ICICI Cash",DELHI,145700.00
22-05-2024,35834,0041763026,"ICICI Cash","ANGAMALY 683572",4000.00
22-05-2024,35955,3595500002,"ICICI Cash",VARANASI,38710.00
22-05-2024,25891,2589100003,"ICICI Cash",AJMER,350.00
22-05-2024,VNK,015755410,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",3048.00
22-05-2024,15892,1589200003,"ICICI Cash",AJMER,26650.00
22-05-2024,99206,61076454,"AXIS Cash",BANGALORE,10000.00
22-05-2024,99205,9920500216,"AXIS Cash",CHANDIGARH,29500.00
22-05-2024,99204,9920400374,"AXIS Cash","NEW DELHI",69620.00
22-05-2024,99201,9920100378,"AXIS Cash",AHMEDABAD,14500.00
22-05-2024,99164,9916400640,"AXIS Cash","CASH CORR LOCATION",158500.00
22-05-2024,99160,80452292,"AXIS Cash",MUMBAI,130750.00
22-05-2024,88456,6162648,"AXIS Cash","CASH CORR LOCATION",4000.00
22-05-2024,91516,9151600515,"AXIS Cash",KOLKATA,12750.00
22-05-2024,99117,991170768,"AXIS Cash","NEW DELHI",257000.00
22-05-2024,99118,9911800756,"AXIS Cash","CASH CORR LOCATION",84500.00
22-05-2024,99119,9911900762,"AXIS Cash","NEW DELHI",7500.00
22-05-2024,99122,62261867,"AXIS Cash","NEW DELHI",53750.00
22-05-2024,99120,9912000717,"AXIS Cash","NEW DELHI",30500.00
22-05-2024,99134,2800567,"AXIS Cash",MUMBAI,31500.00
22-05-2024,86080,8608000002,"AXIS Cash","KAITHAL - HARYANA",16850.00
22-05-2024,87636,8763600290,"AXIS Cash","NEW DELHI",4500.00
22-05-2024,85491,62291474,"AXIS Cash",BANGALORE,2750.00
22-05-2024,85961,8596100005,"AXIS Cash",CALICUT,6400.00
22-05-2024,59716,5971600770,"AXIS Cash",BHATINDA,12750.00
22-05-2024,59176,5917600437,"AXIS Cash",AMBALA,5640.00
22-05-2024,57890,60983683,"AXIS Cash",GORAKHPUR,10300.00
22-05-2024,57847,80179389,"AXIS Cash",PANAJI,2670.00
22-05-2024,57839,58147216,"AXIS Cash",SIKAR,750.00
22-05-2024,57833,40490759,"AXIS Cash",SRIGANGANAGAR,1200.00
22-05-2024,57832,49461081,"AXIS Cash",KAKINADA,8574.00
22-05-2024,57794,5779400301,"AXIS Cash",DEHRADUN,849.00
22-05-2024,57794,5779400300,"AXIS Cash",DEHRADUN,1270.00
22-05-2024,57792,35461144,"AXIS Cash",AHMEDABAD,430.00
22-05-2024,57787,5778700334,"AXIS Cash",KOLKATA,1000.00
22-05-2024,57784,8773062,"AXIS Cash",ROORKEE,1710.00
22-05-2024,57681,80082111,"AXIS Cash",AURANGABAD,2099.00
22-05-2024,57748,5774800237,"AXIS Cash",UDAIPUR,100.00
22-05-2024,57774,74741248,"AXIS Cash",ROHTAK,23825.00
22-05-2024,57754,32040510,"AXIS Cash","PURNIA / PURNEA",6000.00
22-05-2024,57621,5762100296,"AXIS Cash",AHMEDABAD,10105.00
22-05-2024,57638,5763800304,"AXIS Cash",RAJKOT,8707.00
22-05-2024,57625,5762500368,"AXIS Cash",AJMER,1577.00
22-05-2024,57609,79932237,"AXIS Cash",BANGALORE,2850.00
22-05-2024,57611,5761100254,"AXIS Cash",AHMEDABAD,8428.00
22-05-2024,57551,5755100374,"AXIS Cash",LUCKNOW,15500.00
22-05-2024,57543,5754300354,"AXIS Cash","NEW DELHI",15640.00
22-05-2024,57509,74773328,"AXIS Cash",INDORE,1400.00
22-05-2024,57508,74849046,"AXIS Cash",INDORE,900.00
22-05-2024,57536,81249440,"AXIS Cash",HAPUR,16251.00
22-05-2024,57528,6153089,"AXIS Cash","KOTA - RAJASTHAN",10660.00
22-05-2024,57300,5730000302,"AXIS Cash","BHIMAVARAM BHIM AP",4372.00
22-05-2024,57292,5729200140,"AXIS Cash","NEW DELHI",1200.00
22-05-2024,57267,9182073,"AXIS Cash",HUBLI,4650.00
22-05-2024,57279,5727900338,"AXIS Cash","NEW DELHI",7640.00
22-05-2024,57263,80376509,"AXIS Cash",RANCHI,4000.00
22-05-2024,57220,74856351,"AXIS Cash",BHOPAL,250.00
22-05-2024,57196,5719600261,"AXIS Cash",PATNA,9000.00
22-05-2024,57194,5719400407,"AXIS Cash",LUCKNOW,51300.00
22-05-2024,57200,5720000190,"AXIS Cash",LUCKNOW,14200.00
22-05-2024,57199,5719900638,"AXIS Cash",MYSORE,2445.00
22-05-2024,57190,5719000384,"AXIS Cash",SURAT,11078.00
22-05-2024,57193,5719300338,"AXIS Cash",TRIVANDRUM,748.00
22-05-2024,57189,5718900671,"AXIS Cash",HYDERABAD,9846.00
22-05-2024,57188,5718800484,"AXIS Cash",PUNE,3400.00
22-05-2024,57187,62511079,"AXIS Cash",BANGALORE,1000.00
22-05-2024,57185,73082740,"AXIS Cash",PUNE,14820.00
22-05-2024,57180,5718000659,"AXIS Cash","CASH CORR LOCATION",1776.00
22-05-2024,57167,5716700697,"AXIS Cash",AHMEDABAD,4600.00
22-05-2024,57168,5716800407,"AXIS Cash","NEW DELHI",1170.00
22-05-2024,57174,677329,"AXIS Cash",BANGALORE,1000.00
22-05-2024,57162,752120,"AXIS Cash","CASH CORR LOCATION",1790.00
22-05-2024,57160,5716000334,"AXIS Cash",COIMBATORE,3550.00
22-05-2024,57161,5716100626,"AXIS Cash","CASH CORR LOCATION",21270.00
22-05-2024,57159,571590036,"AXIS Cash",BANGALORE,1800.00
22-05-2024,57157,62532926,"AXIS Cash","CASH CORR LOCATION",9620.00
22-05-2024,57155,5715500504,"AXIS Cash",MUMBAI,2970.00
22-05-2024,57154,5715400491,"AXIS Cash",PUNE,6030.00
22-05-2024,57153,7452918,"AXIS Cash","CASH CORR LOCATION",7400.00
22-05-2024,57143,61623389,"AXIS Cash",TIRUPATHI,10265.00
22-05-2024,57147,74917578,"AXIS Cash",BHUBANESHWAR,11000.00
22-05-2024,57146,41379606,"AXIS Cash",MANGALORE,7310.00
22-05-2024,57137,5713700477,"AXIS Cash",HYDERABAD,3006.00
22-05-2024,57139,5713900561,"AXIS Cash","CASH CORR LOCATION",14288.00
22-05-2024,57134,58996883,"AXIS Cash",BANGALORE,13320.00
22-05-2024,57130,95530620,"AXIS Cash","CASH CORR LOCATION",21480.00
22-05-2024,57131,95147363,"AXIS Cash","CASH CORR LOCATION",5050.00
22-05-2024,57129,5712900622,"AXIS Cash",BANGALORE,23580.00
22-05-2024,57127,74545755,"AXIS Cash",JAMSHEDPUR,5650.00
22-05-2024,57128,5712800586,"AXIS Cash",MUMBAI,20536.00
22-05-2024,57128,5712800587,"AXIS Cash",MUMBAI,26360.00
22-05-2024,57115,58758961,"AXIS Cash",HYDERABAD,8050.00
22-05-2024,57126,4790459,"AXIS Cash","CASH CORR LOCATION",14033.00
22-05-2024,57124,60267541,"AXIS Cash",GUWAHATI,9710.00
22-05-2024,57108,80971031,"AXIS Cash",MYSORE,440.00
22-05-2024,57100,5710000712,"AXIS Cash",CHENNAI,10394.00
22-05-2024,57065,74459817,"AXIS Cash",RANCHI,500.00
22-05-2024,57110,5711000594,"AXIS Cash",BAREILLY,690.00
22-05-2024,57111,5711100684,"AXIS Cash",CHENNAI,7250.00
22-05-2024,25997,2599700007,"AXIS Cash",AHMEDABAD,42540.00
22-05-2024,25907,2590700021,"AXIS Cash",HARIDWAR,40200.00
22-05-2024,25971,2597100003,"AXIS Cash","NEW DELHI",29900.00
22-05-2024,25805,196063,"AXIS Cash","CASH CORR LOCATION",2770.00
22-05-2024,37015,3569200102,"AXIS Cash",HYDERABAD,7300.00
22-05-2024,26012,1564700211,"AXIS Cash",DEOGHAR,14430.00
22-05-2024,51534,284161,"AXIS Cash","CASH CORR LOCATION",8700.00
22-05-2024,57064,74459791,"AXIS Cash",RANCHI,1100.00
21-05-2024,57064,74459790,"AXIS Cash",RANCHI,4340.00
21-05-2024,26012,6259800708,"AXIS Cash",DEOGHAR,5600.00
21-05-2024,26012,1564700210,"AXIS Cash",DEOGHAR,11900.00
21-05-2024,26012,1564700209,"AXIS Cash",DEOGHAR,19150.00
21-05-2024,25805,196062,"AXIS Cash","CASH CORR LOCATION",3030.00
21-05-2024,25907,2590700020,"AXIS Cash",HARIDWAR,13240.00
21-05-2024,25997,2599700006,"AXIS Cash",AHMEDABAD,27700.00
21-05-2024,15946,1594600012,"AXIS Cash","NAWADA NWD BH",3970.00
21-05-2024,57111,5711100683,"AXIS Cash",CHENNAI,2050.00
21-05-2024,57110,5711000593,"AXIS Cash",BAREILLY,14000.00
21-05-2024,57124,60267540,"AXIS Cash",GUWAHATI,16530.00
21-05-2024,57126,4790458,"AXIS Cash","CASH CORR LOCATION",12320.00
21-05-2024,57115,58758960,"AXIS Cash",HYDERABAD,7750.00
21-05-2024,57114,58757719,"AXIS Cash",HYDERABAD,2950.00
21-05-2024,57131,95147362,"AXIS Cash","CASH CORR LOCATION",18600.00
21-05-2024,57130,95530619,"AXIS Cash","CASH CORR LOCATION",2885.00
21-05-2024,57134,58996882,"AXIS Cash",BANGALORE,8010.00
21-05-2024,57133,5713300677,"AXIS Cash",NASHIK,6751.00
21-05-2024,57139,5713900560,"AXIS Cash","CASH CORR LOCATION",25914.00
21-05-2024,57137,5713700476,"AXIS Cash",HYDERABAD,4488.00
21-05-2024,57135,571350054,"AXIS Cash",HYDERABAD,3575.00
21-05-2024,57146,41379605,"AXIS Cash",MANGALORE,4074.00
21-05-2024,57147,74917577,"AXIS Cash",BHUBANESHWAR,6000.00
21-05-2024,57143,61623385,"AXIS Cash",TIRUPATHI,5060.00
21-05-2024,57144,5714400399,"AXIS Cash",CHENNAI,4920.00
21-05-2024,57144,5714400400,"AXIS Cash",CHENNAI,14100.00
21-05-2024,57154,5715400490,"AXIS Cash",PUNE,4000.00
21-05-2024,57155,5715500503,"AXIS Cash",MUMBAI,8400.00
21-05-2024,57157,42232350,"AXIS Cash","CASH CORR LOCATION",4260.00
21-05-2024,57159,5715900035,"AXIS Cash",BANGALORE,3576.00
21-05-2024,57159,5715900034,"AXIS Cash",BANGALORE,5855.00
21-05-2024,57159,5715900033,"AXIS Cash",BANGALORE,19380.00
21-05-2024,57160,5716000333,"AXIS Cash",COIMBATORE,17100.00
21-05-2024,57163,5716300413,"AXIS Cash","CASH CORR LOCATION",1300.00
21-05-2024,57164,5716400423,"AXIS Cash","CASH CORR LOCATION",20530.00
21-05-2024,57168,5716800406,"AXIS Cash","NEW DELHI",1500.00
21-05-2024,57180,5718000658,"AXIS Cash","CASH CORR LOCATION",1407.00
21-05-2024,57180,5718000657,"AXIS Cash","CASH CORR LOCATION",13814.00
21-05-2024,57185,73082739,"AXIS Cash",PUNE,16900.00
21-05-2024,57184,5718400653,"AXIS Cash",CALICUT,9647.00
21-05-2024,57188,5718800483,"AXIS Cash",PUNE,9000.00
21-05-2024,57189,5718900670,"AXIS Cash",HYDERABAD,8500.00
21-05-2024,57193,5719300337,"AXIS Cash",TRIVANDRUM,6837.00
21-05-2024,57190,5719000383,"AXIS Cash",SURAT,8236.00
21-05-2024,57199,5719900637,"AXIS Cash",MYSORE,6591.00
21-05-2024,57200,5120000189,"AXIS Cash",LUCKNOW,18000.00
21-05-2024,57197,5719700198,"AXIS Cash",PATNA,3500.00
21-05-2024,57198,61006314,"AXIS Cash",HYDERABAD,9480.00
21-05-2024,57263,80376508,"AXIS Cash",RANCHI,3300.00
21-05-2024,57279,5727900337,"AXIS Cash","NEW DELHI",7160.00
21-05-2024,57267,9182072,"AXIS Cash",HUBLI,577.00
21-05-2024,57292,5729200139,"AXIS Cash","NEW DELHI",5520.00
21-05-2024,57299,73742488,"AXIS Cash",KANPUR,11555.00
21-05-2024,57291,79936918,"AXIS Cash",RAJKOT,1448.00
21-05-2024,57531,18444482,"AXIS Cash",CHANDIGARH,3555.00
21-05-2024,57536,79571625,"AXIS Cash",HAPUR,32512.00
21-05-2024,57508,74849045,"AXIS Cash",INDORE,1900.00
21-05-2024,57513,79171382,"AXIS Cash","KOTA - RAJASTHAN",16100.00
21-05-2024,57611,5761100253,"AXIS Cash",AHMEDABAD,8931.00
21-05-2024,57625,5762500367,"AXIS Cash",AJMER,1400.00
21-05-2024,57621,5762100295,"AXIS Cash",AHMEDABAD,4598.00
21-05-2024,57749,74315796,"AXIS Cash",CHANDIGARH,1000.00
21-05-2024,57761,5776100339,"AXIS Cash",NAVSARI,1978.00
21-05-2024,57748,5774800236,"AXIS Cash",UDAIPUR,5245.00
21-05-2024,57724,1150091,"AXIS Cash",GUWAHATI,2605.00
21-05-2024,57681,80082110,"AXIS Cash",AURANGABAD,4720.00
21-05-2024,57784,8773061,"AXIS Cash",ROORKEE,5450.00
21-05-2024,57792,9988763,"AXIS Cash",AHMEDABAD,1000.00
21-05-2024,57815,5781500359,"AXIS Cash",JAIPUR,14510.00
21-05-2024,57833,40490758,"AXIS Cash",SRIGANGANAGAR,2000.00
21-05-2024,57839,58147215,"AXIS Cash",SIKAR,22560.00
21-05-2024,57845,5784500168,"AXIS Cash",MUMBAI,9710.00
21-05-2024,57847,80179387,"AXIS Cash",PANAJI,2414.00
21-05-2024,59176,5917600436,"AXIS Cash",AMBALA,12100.00
21-05-2024,57867,5786700166,"AXIS Cash",HYDERABAD,700.00
21-05-2024,57850,5785000228,"AXIS Cash","NEW DELHI",4000.00
21-05-2024,57883,5788300294,"AXIS Cash","DURGAPUR (WEST BENGAL)",1798.00
21-05-2024,85491,62291473,"AXIS Cash",BANGALORE,25150.00
21-05-2024,75698,7569800001,"AXIS Cash",VARANASI,7600.00
21-05-2024,75698,7569800003,"AXIS Cash",VARANASI,15590.00
21-05-2024,87652,8765200410,"AXIS Cash",AMBALA,8300.00
21-05-2024,87301,61609399,"AXIS Cash",CHANDIGARH,2120.00
21-05-2024,99134,2500566,"AXIS Cash",MUMBAI,113500.00
21-05-2024,99143,9914300189,"AXIS Cash",PUNE,51800.00
21-05-2024,99122,62261866,"AXIS Cash","NEW DELHI",78700.00
21-05-2024,99119,9911900761,"AXIS Cash","NEW DELHI",35500.00
21-05-2024,99120,9912000716,"AXIS Cash","NEW DELHI",43000.00
21-05-2024,99118,9911800755,"AXIS Cash","CASH CORR LOCATION",35000.00
21-05-2024,99117,99117200,"AXIS Cash","NEW DELHI",163250.00
21-05-2024,91516,9151600514,"AXIS Cash",KOLKATA,71500.00
21-05-2024,88456,6162647,"AXIS Cash","CASH CORR LOCATION",3250.00
21-05-2024,99160,80452291,"AXIS Cash",MUMBAI,70370.00
21-05-2024,99164,9916400639,"AXIS Cash","CASH CORR LOCATION",63400.00
21-05-2024,99201,9920100377,"AXIS Cash",AHMEDABAD,34000.00
21-05-2024,99204,9920400373,"AXIS Cash","NEW DELHI",59870.00
21-05-2024,99205,9920500215,"AXIS Cash",CHANDIGARH,74000.00
21-05-2024,99206,61076453,"AXIS Cash",BANGALORE,22600.00
21-05-2024,15892,1589200002,"ICICI Cash",AJMER,36730.00
21-05-2024,VNK,015755409,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",12494.00
21-05-2024,25891,2589100002,"ICICI Cash",AJMER,3000.00
21-05-2024,35955,3595500001,"ICICI Cash",VARANASI,5160.00
21-05-2024,99158,9915800767,"ICICI Cash",DELHI,251600.00
21-05-2024,99133,6030033565,"ICICI Cash",LUCKNOW,572300.00
21-05-2024,99123,6030264497,"ICICI Cash",DELHI,72500.00
21-05-2024,85986,8598600016,"ICICI Cash",HISSAR,10900.00
21-05-2024,65960,6596000017,"ICICI Cash","FATEHPUR BRANCH - 212601",5050.00
21-05-2024,65960,6596000015,"ICICI Cash","FATEHPUR BRANCH - 212601",18500.00
21-05-2024,65960,6596000016,"ICICI Cash","FATEHPUR BRANCH - 212601",25410.00
21-05-2024,59588,6029772606,"ICICI Cash",BARNALA,19790.00
21-05-2024,62766,6689900581,"ICICI Cash",CHENNAI,6000.00
21-05-2024,59586,6029407157,"ICICI Cash","AMBALA CANTT BRANCH",8550.00
21-05-2024,55736,6027602095,"ICICI Cash",BHATINDA,16650.00
21-05-2024,99159,6030236831,"ICICI Cash",DELHI,15500.00
21-05-2024,MADGAR,6029722038,"ICICI Cash","GURDASPUR - 143521",5200.00
21-05-2024,MADGAR,6027932475,"ICICI Cash",KURNOOL,8590.00
21-05-2024,99008,3312515,IDFC,MUMBAICASH,734790.00
21-05-2024,5724,3025035,IDFC,CHANDIGARH,21900.00
21-05-2024,59716,X1144777,IDFC,BHATINDA,12310.00
21-05-2024,99023,9902300776,IDFC,DELHICASH,231500.00
21-05-2024,99032,9903200764,IDFC,DELHICASH,119400.00
21-05-2024,99024,3025855,IDFC,CHANDICORR,152500.00
21-05-2024,99124,9912400769,IDFC,DELHICASH,97500.00
21-05-2024,99125,9912500720,IDFC,DELHICASH,16500.00
21-05-2024,99115,9911500711,IDFC,DELHICASH,145740.00
21-05-2024,99110,9911000704,IDFC,DELHICASH,2500.00
21-05-2024,99035,Y9487304,IDFC,KOLCASH,151900.00
21-05-2024,99036,3526076,IDFC,MUMBAICASH,124500.00
21-05-2024,99043,3508046,IDFC,BANGLCASH,184450.00
21-05-2024,99100,3646023,IDFC,HYDCASH,106200.00
21-05-2024,99103,3621180,IDFC,CHENCASH,47000.00
21-05-2024,99101,9910100724,IDFC,DELHICASH,4000.00
20-05-2024,99101,9910100723,IDFC,DELHICASH,15400.00
20-05-2024,99101,9910100722,IDFC,DELHICASH,353500.00
20-05-2024,99103,3621178,IDFC,CHENCASH,71100.00
20-05-2024,99102,1662193,IDFC,CHENCASH,16500.00
20-05-2024,99100,3646022,IDFC,HYDCASH,487700.00
20-05-2024,99043,3508045,IDFC,BANGLCASH,480000.00
20-05-2024,99035,Y9487303,IDFC,KOLCASH,625700.00
20-05-2024,99110,9911000702,IDFC,DELHICASH,108500.00
20-05-2024,99110,9911000703,IDFC,DELHICASH,132000.00
20-05-2024,99115,9911500710,IDFC,DELHICASH,273750.00
20-05-2024,99115,9911500709,IDFC,DELHICASH,353200.00
20-05-2024,99124,9912400767,IDFC,DELHICASH,142900.00
20-05-2024,99124,9912400768,IDFC,DELHICASH,522100.00
20-05-2024,99125,9912500719,IDFC,DELHICASH,75000.00
20-05-2024,99125,9912500718,IDFC,DELHICASH,79250.00
20-05-2024,99024,3025854,IDFC,CHANDICORR,1111550.00
20-05-2024,99026,3025574,IDFC,CHANDICORR,33000.00
20-05-2024,99032,9903200763,IDFC,DELHICASH,145500.00
20-05-2024,99032,9903200762,IDFC,DELHICASH,272660.00
20-05-2024,99023,9902300774,IDFC,DELHICASH,124500.00
20-05-2024,99023,9902300775,IDFC,DELHICASH,318100.00
20-05-2024,99009,9900900765,IDFC,DELHICASH,593100.00
20-05-2024,99009,9900900766,IDFC,DELHICASH,1222650.00
20-05-2024,99020,3532437,IDFC,BANGLCASH,42500.00
20-05-2024,59716,X1144776,IDFC,BHATINDA,56270.00
20-05-2024,5724,3025034,IDFC,CHANDIGARH,222900.00
20-05-2024,MADGAR,6029722037,"ICICI Cash","GURDASPUR - 143521",11100.00
20-05-2024,MADGAR,6030126876,"ICICI Cash",JAIPUR,21170.00
20-05-2024,MADGAR,6027932476,"ICICI Cash",KURNOOL,10100.00
