"Deposit Date","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
20-05-2024,99159,6030236830,"ICICI Cash",DELHI,93500.00
20-05-2024,55736,6027602094,"ICICI Cash",BHATINDA,18000.00
20-05-2024,59586,6029407156,"ICICI Cash","AMBALA CANTT BRANCH",22370.00
20-05-2024,62766,0668990579,"ICICI Cash",CHENNAI,5400.00
20-05-2024,62766,6689900580,"ICICI Cash",CHENNAI,13900.00
20-05-2024,59588,6029772605,"ICICI Cash",BARNALA,18240.00
20-05-2024,85986,6029893222,"ICICI Cash",HISSAR,30380.00
20-05-2024,99123,6030264498,"ICICI Cash",DELHI,30000.00
20-05-2024,99158,9915800766,"ICICI Cash",DELHI,350900.00
20-05-2024,35834,0041763024,"ICICI Cash","ANGAMALY 683572",10000.00
20-05-2024,VNK,015755408,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",12497.00
20-05-2024,99205,9920500212,"AXIS Cash",CHANDIGARH,28000.00
20-05-2024,99205,9920500214,"AXIS Cash",CHANDIGARH,73500.00
20-05-2024,99205,9920500213,"AXIS Cash",CHANDIGARH,175500.00
20-05-2024,99204,9920400371,"AXIS Cash","NEW DELHI",44100.00
20-05-2024,99204,9920400372,"AXIS Cash","NEW DELHI",253600.00
20-05-2024,99201,9920100376,"AXIS Cash",AHMEDABAD,268800.00
20-05-2024,99164,9916400637,"AXIS Cash","CASH CORR LOCATION",26950.00
20-05-2024,99164,9916400638,"AXIS Cash","CASH CORR LOCATION",270110.00
20-05-2024,88456,6162646,"AXIS Cash","CASH CORR LOCATION",33250.00
20-05-2024,91516,9151600513,"AXIS Cash",KOLKATA,43000.00
20-05-2024,91516,9151600512,"AXIS Cash",KOLKATA,116000.00
20-05-2024,99117,9911700766,"AXIS Cash","NEW DELHI",34500.00
20-05-2024,99117,9911700765,"AXIS Cash","NEW DELHI",501000.00
20-05-2024,99118,9911800753,"AXIS Cash","CASH CORR LOCATION",50000.00
20-05-2024,99118,9911800754,"AXIS Cash","CASH CORR LOCATION",142000.00
20-05-2024,99120,9912000715,"AXIS Cash","NEW DELHI",67500.00
20-05-2024,99119,9911900759,"AXIS Cash","NEW DELHI",54500.00
20-05-2024,99119,9911900760,"AXIS Cash","NEW DELHI",269000.00
20-05-2024,99122,62261865,"AXIS Cash","NEW DELHI",81100.00
20-05-2024,99143,9914300188,"AXIS Cash",PUNE,275730.00
20-05-2024,99156,9915600420,"AXIS Cash","NEW DELHI",10720.00
20-05-2024,87301,61609398,"AXIS Cash",CHANDIGARH,580.00
20-05-2024,87652,8765200409,"AXIS Cash",AMBALA,17000.00
20-05-2024,87636,8763600289,"AXIS Cash","NEW DELHI",3130.00
20-05-2024,75698,7569800002,"AXIS Cash",VARANASI,4800.00
20-05-2024,65583,8558300196,"AXIS Cash",VIJAYAWADA,11850.00
20-05-2024,65977,91127827,"AXIS Cash",DEWAS,90500.00
20-05-2024,85491,62291472,"AXIS Cash",BANGALORE,18500.00
20-05-2024,85961,8596100004,"AXIS Cash",CALICUT,2500.00
20-05-2024,85961,8596100003,"AXIS Cash",CALICUT,32930.00
20-05-2024,57883,5788300292,"AXIS Cash","DURGAPUR (WEST BENGAL)",15985.00
20-05-2024,57883,5788300293,"AXIS Cash","DURGAPUR (WEST BENGAL)",16263.00
20-05-2024,57867,5786700165,"AXIS Cash",HYDERABAD,4547.00
20-05-2024,57848,578480082,"AXIS Cash",HYDERABAD,1755.00
20-05-2024,57850,5785000227,"AXIS Cash","NEW DELHI",3375.00
20-05-2024,59176,5917600435,"AXIS Cash",AMBALA,19900.00
20-05-2024,59176,5917600434,"AXIS Cash",AMBALA,40730.00
20-05-2024,57890,60983681,"AXIS Cash",GORAKHPUR,19650.00
20-05-2024,57899,79716706,"AXIS Cash",AHMEDABAD,10800.00
20-05-2024,57847,80179386,"AXIS Cash",PANAJI,23960.00
20-05-2024,57833,40490757,"AXIS Cash",SRIGANGANAGAR,16000.00
20-05-2024,57838,800207,"AXIS Cash",VISAKHAPATNAM,5100.00
20-05-2024,57838,800206,"AXIS Cash",VISAKHAPATNAM,13615.00
20-05-2024,57832,49461080,"AXIS Cash",KAKINADA,9921.00
20-05-2024,57816,62506920,"AXIS Cash",BANGALORE,9620.00
20-05-2024,57794,5779400299,"AXIS Cash",DEHRADUN,695.00
20-05-2024,57794,5779400298,"AXIS Cash",DEHRADUN,3297.00
20-05-2024,57792,4144777,"AXIS Cash",AHMEDABAD,2500.00
20-05-2024,57791,5779100287,"AXIS Cash",BANGALORE,2000.00
20-05-2024,57784,8773059,"AXIS Cash",ROORKEE,3233.00
20-05-2024,57784,8773060,"AXIS Cash",ROORKEE,9400.00
20-05-2024,57787,5778700333,"AXIS Cash",KOLKATA,2727.00
20-05-2024,57681,80082109,"AXIS Cash",AURANGABAD,7851.00
20-05-2024,57653,5765300304,"AXIS Cash",JAIPUR,1570.00
20-05-2024,57724,1150090,"AXIS Cash",GUWAHATI,6920.00
20-05-2024,57748,5774800235,"AXIS Cash",UDAIPUR,32021.00
20-05-2024,57761,5776100338,"AXIS Cash",NAVSARI,1006.00
20-05-2024,57749,74315795,"AXIS Cash",CHANDIGARH,14700.00
20-05-2024,57621,5762100294,"AXIS Cash",AHMEDABAD,22852.00
20-05-2024,57625,5762500366,"AXIS Cash",AJMER,15367.00
20-05-2024,57638,5763800303,"AXIS Cash",RAJKOT,11840.00
20-05-2024,57611,5761100252,"AXIS Cash",AHMEDABAD,15800.00
20-05-2024,57609,79932236,"AXIS Cash",BANGALORE,14230.00
20-05-2024,57543,5754300351,"AXIS Cash","NEW DELHI",5783.00
20-05-2024,57543,5754300352,"AXIS Cash","NEW DELHI",12490.00
20-05-2024,57509,74773327,"AXIS Cash",INDORE,21130.00
20-05-2024,57508,74849044,"AXIS Cash",INDORE,16000.00
20-05-2024,57505,74966684,"AXIS Cash",BANGALORE,16100.00
20-05-2024,57291,79936917,"AXIS Cash",RAJKOT,15500.00
20-05-2024,57299,73742487,"AXIS Cash",KANPUR,10800.00
20-05-2024,57292,5729200138,"AXIS Cash","NEW DELHI",18000.00
20-05-2024,57267,9182071,"AXIS Cash",HUBLI,10382.00
20-05-2024,57263,80376507,"AXIS Cash",RANCHI,3900.00
20-05-2024,57220,73960250,"AXIS Cash",BHOPAL,21005.00
20-05-2024,57198,61006313,"AXIS Cash",HYDERABAD,10295.00
20-05-2024,57197,5719700197,"AXIS Cash",PATNA,6000.00
20-05-2024,57199,5719900636,"AXIS Cash",MYSORE,1088.00
20-05-2024,57199,5719900635,"AXIS Cash",MYSORE,8848.00
20-05-2024,57217,5721700343,"AXIS Cash","NEW DELHI",9400.00
20-05-2024,57190,5719000382,"AXIS Cash",SURAT,44190.00
20-05-2024,57193,571930336,"AXIS Cash",TRIVANDRUM,3378.00
20-05-2024,57191,5719100193,"AXIS Cash",AHMEDABAD,16342.00
20-05-2024,57189,5718900669,"AXIS Cash",HYDERABAD,1192.00
20-05-2024,57189,5718900668,"AXIS Cash",HYDERABAD,3600.00
20-05-2024,57188,5718800482,"AXIS Cash",PUNE,5100.00
20-05-2024,57187,62511078,"AXIS Cash",BANGALORE,2000.00
20-05-2024,57184,5718400652,"AXIS Cash",CALICUT,2000.00
20-05-2024,57184,5718400651,"AXIS Cash",CALICUT,2886.00
20-05-2024,57183,62696101,"AXIS Cash","CASH CORR LOCATION",1500.00
20-05-2024,57168,5716800405,"AXIS Cash","NEW DELHI",47601.00
20-05-2024,57167,5716800696,"AXIS Cash",AHMEDABAD,1800.00
20-05-2024,57174,677327,"AXIS Cash",BANGALORE,1920.00
20-05-2024,57166,80311436,"AXIS Cash",BANGALORE,1600.00
20-05-2024,57165,5716500242,"AXIS Cash",REWA,9260.00
20-05-2024,57163,5716300412,"AXIS Cash","CASH CORR LOCATION",8000.00
20-05-2024,57162,752119,"AXIS Cash","CASH CORR LOCATION",16500.00
20-05-2024,57160,5716000332,"AXIS Cash",COIMBATORE,21710.00
20-05-2024,57161,5716100624,"AXIS Cash","CASH CORR LOCATION",24100.00
20-05-2024,57161,5716100625,"AXIS Cash","CASH CORR LOCATION",44320.00
20-05-2024,57157,42232349,"AXIS Cash","CASH CORR LOCATION",8360.00
20-05-2024,57156,2126697,"AXIS Cash",CHENNAI,4576.00
20-05-2024,57154,5715400489,"AXIS Cash",PUNE,22210.00
20-05-2024,57153,7452916,"AXIS Cash","CASH CORR LOCATION",12600.00
20-05-2024,57152,80867931,"AXIS Cash","CASH CORR LOCATION",20900.00
20-05-2024,57143,61623384,"AXIS Cash",TIRUPATHI,7663.00
20-05-2024,57147,74917576,"AXIS Cash",BHUBANESHWAR,12100.00
20-05-2024,57146,44379604,"AXIS Cash",MANGALORE,8385.00
20-05-2024,57137,5713700474,"AXIS Cash",HYDERABAD,596.00
20-05-2024,57137,5713700475,"AXIS Cash",HYDERABAD,4559.00
20-05-2024,57139,5713900559,"AXIS Cash","CASH CORR LOCATION",14870.00
20-05-2024,57134,58996881,"AXIS Cash",BANGALORE,25720.00
20-05-2024,57127,74645754,"AXIS Cash",JAMSHEDPUR,12860.00
20-05-2024,57129,5712900621,"AXIS Cash",BANGALORE,16100.00
20-05-2024,57130,95530618,"AXIS Cash","CASH CORR LOCATION",34060.00
20-05-2024,57114,58757718,"AXIS Cash",HYDERABAD,22990.00
20-05-2024,57115,58758959,"AXIS Cash",HYDERABAD,2070.00
20-05-2024,57116,2769354,"AXIS Cash","KOCHI / ERNAKULAM",12640.00
20-05-2024,57126,4790457,"AXIS Cash","CASH CORR LOCATION",28263.00
20-05-2024,57124,60267539,"AXIS Cash",GUWAHATI,32500.00
20-05-2024,57120,73453029,"AXIS Cash",BANGALORE,4700.00
20-05-2024,57110,5711000592,"AXIS Cash",BAREILLY,40074.00
20-05-2024,57109,5710900355,"AXIS Cash",CHENNAI,500.00
20-05-2024,57111,5711100682,"AXIS Cash",CHENNAI,3150.00
20-05-2024,57111,5711100681,"AXIS Cash",CHENNAI,4300.00
20-05-2024,57065,74459816,"AXIS Cash",RANCHI,4025.00
20-05-2024,57100,5710000710,"AXIS Cash",CHENNAI,6236.00
20-05-2024,57100,5710000711,"AXIS Cash",CHENNAI,12284.00
20-05-2024,57108,80971030,"AXIS Cash",MYSORE,15910.00
20-05-2024,15946,1594600010,"AXIS Cash","NAWADA NWD BH",2200.00
20-05-2024,15946,1594600011,"AXIS Cash","NAWADA NWD BH",5440.00
20-05-2024,25805,196061,"AXIS Cash","CASH CORR LOCATION",2380.00
20-05-2024,25997,2599700004,"AXIS Cash",AHMEDABAD,18650.00
20-05-2024,25997,2599700005,"AXIS Cash",AHMEDABAD,70020.00
20-05-2024,25971,2597100001,"AXIS Cash","NEW DELHI",32950.00
20-05-2024,25971,2597100002,"AXIS Cash","NEW DELHI",46250.00
20-05-2024,25907,2590700018,"AXIS Cash",HARIDWAR,21400.00
20-05-2024,25907,2590700019,"AXIS Cash",HARIDWAR,21580.00
20-05-2024,26012,6259800707,"AXIS Cash",DEOGHAR,800.00
20-05-2024,26012,6259800706,"AXIS Cash",DEOGHAR,2000.00
20-05-2024,37015,3569200101,"AXIS Cash",HYDERABAD,1900.00
20-05-2024,41106,59277986,"AXIS Cash",SULTANPUR-228001,4500.00
20-05-2024,57064,74459789,"AXIS Cash",RANCHI,23560.00
20-05-2024,51534,9615809,"AXIS Cash","CASH CORR LOCATION",16710.00
20-05-2024,55572,8697976,"AXIS Cash","CASH CORR LOCATION",16340.00
18-05-2024,55572,624643180,"AXIS Cash","CASH CORR LOCATION",2300.00
18-05-2024,57064,74459788,"AXIS Cash",RANCHI,6204.00
18-05-2024,25907,2590700017,"AXIS Cash",HARIDWAR,8650.00
18-05-2024,25997,2599700003,"AXIS Cash",AHMEDABAD,7400.00
18-05-2024,25805,196060,"AXIS Cash","CASH CORR LOCATION",2000.00
18-05-2024,15946,1594600009,"AXIS Cash","NAWADA NWD BH",3500.00
18-05-2024,57108,80971029,"AXIS Cash",MYSORE,2150.00
18-05-2024,57100,5710000709,"AXIS Cash",CHENNAI,709.00
18-05-2024,57065,74459815,"AXIS Cash",RANCHI,8711.00
18-05-2024,57111,5711100680,"AXIS Cash",CHENNAI,11760.00
18-05-2024,57110,5711000591,"AXIS Cash",BAREILLY,3714.00
18-05-2024,57124,60267538,"AXIS Cash",GUWAHATI,7100.00
18-05-2024,57126,4790456,"AXIS Cash","CASH CORR LOCATION",3250.00
18-05-2024,57116,2769353,"AXIS Cash","KOCHI / ERNAKULAM",1437.00
18-05-2024,57114,58757717,"AXIS Cash",HYDERABAD,3160.00
18-05-2024,57130,95530616,"AXIS Cash","CASH CORR LOCATION",12210.00
18-05-2024,57129,5712900620,"AXIS Cash",BANGALORE,1600.00
18-05-2024,57127,74645753,"AXIS Cash",JAMSHEDPUR,6860.00
18-05-2024,57128,5712800585,"AXIS Cash",MUMBAI,1130.00
18-05-2024,57134,58996880,"AXIS Cash",BANGALORE,8650.00
18-05-2024,57133,5713300676,"AXIS Cash",NASHIK,8524.00
18-05-2024,57131,95147361,"AXIS Cash","CASH CORR LOCATION",7200.00
18-05-2024,57139,5713900558,"AXIS Cash","CASH CORR LOCATION",6982.00
18-05-2024,57137,5713700473,"AXIS Cash",HYDERABAD,298.00
18-05-2024,57146,41379603,"AXIS Cash",MANGALORE,8774.00
18-05-2024,57147,60451075,"AXIS Cash",BHUBANESHWAR,8000.00
18-05-2024,57143,61623383,"AXIS Cash",TIRUPATHI,26743.00
18-05-2024,57150,5715000218,"AXIS Cash",TRIVANDRUM,630.00
18-05-2024,57154,5715400488,"AXIS Cash",PUNE,8000.00
18-05-2024,57156,62126696,"AXIS Cash",CHENNAI,4945.00
18-05-2024,57155,5715500502,"AXIS Cash",MUMBAI,3530.00
18-05-2024,57157,42232348,"AXIS Cash","CASH CORR LOCATION",11920.00
18-05-2024,57160,5716000331,"AXIS Cash",COIMBATORE,3177.00
18-05-2024,57162,752118,"AXIS Cash","CASH CORR LOCATION",1300.00
18-05-2024,57163,5716300411,"AXIS Cash","CASH CORR LOCATION",7500.00
18-05-2024,57166,80311435,"AXIS Cash",BANGALORE,2100.00
18-05-2024,57164,5716400422,"AXIS Cash","CASH CORR LOCATION",2725.00
18-05-2024,57167,5716700695,"AXIS Cash",AHMEDABAD,4900.00
18-05-2024,57168,5716800403,"AXIS Cash","NEW DELHI",7330.00
18-05-2024,57183,58948950,"AXIS Cash","CASH CORR LOCATION",750.00
18-05-2024,57180,571800056,"AXIS Cash","CASH CORR LOCATION",2814.00
18-05-2024,57184,5718400650,"AXIS Cash",CALICUT,1168.00
18-05-2024,57187,62511077,"AXIS Cash",BANGALORE,6220.00
18-05-2024,57188,5718800481,"AXIS Cash",PUNE,6500.00
18-05-2024,57189,5818900667,"AXIS Cash",HYDERABAD,745.00
18-05-2024,57192,5719200252,"AXIS Cash",MUMBAI,1800.00
18-05-2024,57190,5719000381,"AXIS Cash",SURAT,6814.00
18-05-2024,57217,5721700342,"AXIS Cash","NEW DELHI",10700.00
18-05-2024,57199,5719900634,"AXIS Cash",MYSORE,27146.00
18-05-2024,57200,5720000188,"AXIS Cash",LUCKNOW,8400.00
18-05-2024,57198,61006312,"AXIS Cash",HYDERABAD,2600.00
18-05-2024,57194,5719400406,"AXIS Cash",LUCKNOW,2000.00
18-05-2024,57196,5719600260,"AXIS Cash",PATNA,7000.00
18-05-2024,57220,73960249,"AXIS Cash",BHOPAL,1020.00
18-05-2024,57263,80376506,"AXIS Cash",RANCHI,2380.00
18-05-2024,57279,5727900336,"AXIS Cash","NEW DELHI",3600.00
18-05-2024,57292,5729200137,"AXIS Cash","NEW DELHI",13100.00
18-05-2024,57299,73742486,"AXIS Cash",KANPUR,2800.00
18-05-2024,57300,5730000301,"AXIS Cash","BHIMAVARAM BHIM AP",4794.00
18-05-2024,57291,79936916,"AXIS Cash",RAJKOT,6622.00
18-05-2024,57280,5728000345,"AXIS Cash",INDORE,2700.00
18-05-2024,57508,74849043,"AXIS Cash",INDORE,2100.00
18-05-2024,57509,74773326,"AXIS Cash",INDORE,2310.00
18-05-2024,57513,79171381,"AXIS Cash","KOTA - RAJASTHAN",8400.00
18-05-2024,57543,5754300349,"AXIS Cash","NEW DELHI",2469.00
18-05-2024,57543,5754300350,"AXIS Cash","NEW DELHI",5364.00
18-05-2024,57531,18444481,"AXIS Cash",CHANDIGARH,12350.00
18-05-2024,57528,96153088,"AXIS Cash","KOTA - RAJASTHAN",710.00
18-05-2024,57551,5755100373,"AXIS Cash",LUCKNOW,9200.00
18-05-2024,57609,79932235,"AXIS Cash",BANGALORE,660.00
18-05-2024,57611,5761100251,"AXIS Cash",AHMEDABAD,5300.00
18-05-2024,57638,5763800302,"AXIS Cash",RAJKOT,16353.00
18-05-2024,57621,5762100293,"AXIS Cash",AHMEDABAD,15792.00
18-05-2024,57749,74315794,"AXIS Cash",CHANDIGARH,5250.00
18-05-2024,57754,32040509,"AXIS Cash","PURNIA / PURNEA",8000.00
18-05-2024,57758,5775800111,"AXIS Cash",SIKAR,40508.00
18-05-2024,57761,5776100336,"AXIS Cash",NAVSARI,5455.00
18-05-2024,57724,1150089,"AXIS Cash",GUWAHATI,1060.00
18-05-2024,57681,80082108,"AXIS Cash",AURANGABAD,5168.00
18-05-2024,57787,5778700332,"AXIS Cash",KOLKATA,1000.00
18-05-2024,57791,5779100286,"AXIS Cash",BANGALORE,3900.00
18-05-2024,57792,365998,"AXIS Cash",AHMEDABAD,4725.00
18-05-2024,57794,5779400297,"AXIS Cash",DEHRADUN,709.00
18-05-2024,57815,5781500358,"AXIS Cash",JAIPUR,5530.00
18-05-2024,57816,62506919,"AXIS Cash",BANGALORE,12514.00
18-05-2024,57832,49461079,"AXIS Cash",KAKINADA,3256.00
18-05-2024,57838,800205,"AXIS Cash",VISAKHAPATNAM,8580.00
18-05-2024,57833,40490755,"AXIS Cash",SRIGANGANAGAR,4000.00
18-05-2024,57845,5784500181,"AXIS Cash",MUMBAI,4017.00
18-05-2024,57899,79716705,"AXIS Cash",AHMEDABAD,8660.00
18-05-2024,59176,5917600433,"AXIS Cash",AMBALA,1100.00
18-05-2024,57850,5785000226,"AXIS Cash","NEW DELHI",2800.00
18-05-2024,57848,57848081,"AXIS Cash",HYDERABAD,1165.00
18-05-2024,57867,5786700164,"AXIS Cash",HYDERABAD,3017.00
18-05-2024,57883,5788300291,"AXIS Cash","DURGAPUR (WEST BENGAL)",900.00
18-05-2024,57887,62182140,"AXIS Cash",BANGALORE,3500.00
18-05-2024,85961,8596100002,"AXIS Cash",CALICUT,7300.00
18-05-2024,85491,62291471,"AXIS Cash",BANGALORE,12000.00
18-05-2024,87636,28898,"AXIS Cash","NEW DELHI",100.00
18-05-2024,87652,8765200408,"AXIS Cash",AMBALA,6200.00
18-05-2024,87301,61609397,"AXIS Cash",CHANDIGARH,1000.00
18-05-2024,99156,9915600419,"AXIS Cash","NEW DELHI",10500.00
18-05-2024,99143,9914300187,"AXIS Cash",PUNE,16000.00
18-05-2024,99119,9911900758,"AXIS Cash","NEW DELHI",35000.00
18-05-2024,99120,9912000714,"AXIS Cash","NEW DELHI",29500.00
18-05-2024,99118,9911800752,"AXIS Cash","CASH CORR LOCATION",76520.00
18-05-2024,99117,9911700764,"AXIS Cash","NEW DELHI",77500.00
18-05-2024,91516,9151600511,"AXIS Cash",KOLKATA,72870.00
18-05-2024,88456,6162645,"AXIS Cash","CASH CORR LOCATION",4260.00
18-05-2024,99164,9916400636,"AXIS Cash","CASH CORR LOCATION",69300.00
18-05-2024,99160,80452289,"AXIS Cash",MUMBAI,58000.00
18-05-2024,99201,9920100374,"AXIS Cash",AHMEDABAD,96200.00
18-05-2024,99204,9920400370,"AXIS Cash","NEW DELHI",344180.00
18-05-2024,VNK,015755407,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",12043.00
18-05-2024,99158,9915800764,"ICICI Cash",DELHI,.00
18-05-2024,99158,9915800764,"ICICI Cash",DELHI,230000.00
18-05-2024,99133,6030033564,"ICICI Cash",LUCKNOW,16500.00
18-05-2024,59588,6029772604,"ICICI Cash",BARNALA,2800.00
18-05-2024,62766,6689900578,"ICICI Cash",CHENNAI,1600.00
18-05-2024,59586,6029407155,"ICICI Cash","AMBALA CANTT BRANCH",2600.00
18-05-2024,55736,6027602093,"ICICI Cash",BHATINDA,9000.00
18-05-2024,65960,6596000014,"ICICI Cash","FATEHPUR BRANCH - 212601",7000.00
18-05-2024,99159,6030236829,"ICICI Cash",DELHI,97520.00
18-05-2024,MADGAR,6029722036,"ICICI Cash","GURDASPUR - 143521",1000.00
18-05-2024,MADGAR,6027932477,"ICICI Cash",KURNOOL,10950.00
18-05-2024,5724,3025033,IDFC,CHANDIGARH,80900.00
18-05-2024,59716,X1144775,IDFC,BHATINDA,6900.00
18-05-2024,99008,3312514,IDFC,MUMBAICASH,83500.00
18-05-2024,99009,9900900764,IDFC,DELHICASH,414410.00
18-05-2024,99023,9902300773,IDFC,DELHICASH,160250.00
18-05-2024,99032,9903200761,IDFC,DELHICASH,86500.00
18-05-2024,99024,3025853,IDFC,CHANDICORR,337500.00
18-05-2024,99125,9912500717,IDFC,DELHICASH,43500.00
18-05-2024,99124,9912400766,IDFC,DELHICASH,86900.00
18-05-2024,99115,9911500708,IDFC,DELHICASH,71250.00
18-05-2024,99110,9911000701,IDFC,DELHICASH,102500.00
18-05-2024,99035,Y9487302,IDFC,KOLCASH,304500.00
18-05-2024,99036,3526075,IDFC,MUMBAICASH,42500.00
18-05-2024,99043,3508044,IDFC,BANGLCASH,302200.00
18-05-2024,99100,3646021,IDFC,HYDCASH,241450.00
18-05-2024,99102,1662192,IDFC,CHENCASH,37825.00
18-05-2024,99103,3621177,IDFC,CHENCASH,130500.00
18-05-2024,99101,9910100721,IDFC,DELHICASH,25500.00
17-05-2024,99101,9910100720,IDFC,DELHICASH,64500.00
17-05-2024,99103,3621176,IDFC,CHENCASH,69000.00
17-05-2024,99102,1662191,IDFC,CHENCASH,30000.00
17-05-2024,99043,3508043,IDFC,BANGLCASH,147100.00
17-05-2024,99036,3526074,IDFC,MUMBAICASH,65000.00
17-05-2024,99035,Y9487301,IDFC,KOLCASH,94400.00
17-05-2024,99115,9911500707,IDFC,DELHICASH,119000.00
17-05-2024,99124,9912400765,IDFC,DELHICASH,58500.00
17-05-2024,99125,9912500716,IDFC,DELHICASH,26250.00
17-05-2024,99024,3025852,IDFC,CHANDICORR,200840.00
17-05-2024,99032,9903200760,IDFC,DELHICASH,97000.00
17-05-2024,99023,9902300772,IDFC,DELHICASH,196500.00
17-05-2024,99009,9900900763,IDFC,DELHICASH,266400.00
17-05-2024,99020,3532436,IDFC,BANGLCASH,22500.00
17-05-2024,99008,3312513,IDFC,MUMBAICASH,165000.00
17-05-2024,59716,X1144774,IDFC,BHATINDA,21000.00
17-05-2024,5724,3025032,IDFC,CHANDIGARH,7900.00
17-05-2024,MADGAR,6030126875,"ICICI Cash",JAIPUR,30070.00
17-05-2024,99159,6030236828,"ICICI Cash",DELHI,74300.00
17-05-2024,65960,6596000013,"ICICI Cash","FATEHPUR BRANCH - 212601",17400.00
17-05-2024,55736,6027602092,"ICICI Cash",BHATINDA,12400.00
17-05-2024,59586,6029407154,"ICICI Cash","AMBALA CANTT BRANCH",12400.00
17-05-2024,62766,6689900577,"ICICI Cash",CHENNAI,2400.00
17-05-2024,59588,6029772603,"ICICI Cash",BARNALA,61390.00
17-05-2024,99133,6030033563,"ICICI Cash",LUCKNOW,295900.00
17-05-2024,99158,9915800763,"ICICI Cash",DELHI,72200.00
17-05-2024,99123,6030264482,"ICICI Cash",DELHI,28000.00
17-05-2024,85986,8598600012,"ICICI Cash",HISSAR,3500.00
17-05-2024,VNK,015755406,HDFC,"NARASARAOPET (NON POS/GOVT CHQS)522 601",14394.00
17-05-2024,35834,0041763022,"ICICI Cash","ANGAMALY 683572",2660.00
17-05-2024,99204,9920400369,"AXIS Cash","NEW DELHI",4000.00
17-05-2024,99205,9920500209,"AXIS Cash",CHANDIGARH,22500.00
17-05-2024,99205,9920500208,"AXIS Cash",CHANDIGARH,24000.00
17-05-2024,99205,9920500211,"AXIS Cash",CHANDIGARH,27500.00
17-05-2024,99205,9920500210,"AXIS Cash",CHANDIGARH,37500.00
17-05-2024,99201,9920100373,"AXIS Cash",AHMEDABAD,251450.00
17-05-2024,99160,80452288,"AXIS Cash",MUMBAI,13000.00
17-05-2024,99164,9916400635,"AXIS Cash","CASH CORR LOCATION",156900.00
17-05-2024,88456,6162644,"AXIS Cash","CASH CORR LOCATION",7080.00
17-05-2024,91516,9151600510,"AXIS Cash",KOLKATA,11000.00
17-05-2024,99117,9911700763,"AXIS Cash","NEW DELHI",117750.00
17-05-2024,99118,9911800751,"AXIS Cash","CASH CORR LOCATION",8500.00
17-05-2024,99120,9912000713,"AXIS Cash","NEW DELHI",43000.00
17-05-2024,99119,9911900757,"AXIS Cash","NEW DELHI",34500.00
17-05-2024,99122,62261864,"AXIS Cash","NEW DELHI",19000.00
17-05-2024,99143,9914300186,"AXIS Cash",PUNE,90250.00
17-05-2024,99134,2500565,"AXIS Cash",MUMBAI,8500.00
17-05-2024,99156,9915600418,"AXIS Cash","NEW DELHI",3400.00
17-05-2024,99156,9915600417,"AXIS Cash","NEW DELHI",5000.00
17-05-2024,87301,61609396,"AXIS Cash",CHANDIGARH,1000.00
17-05-2024,87652,8765200407,"AXIS Cash",AMBALA,2625.00
17-05-2024,87636,8763600287,"AXIS Cash","NEW DELHI",1670.00
17-05-2024,85961,8596100001,"AXIS Cash",CALICUT,20900.00
17-05-2024,65583,8558300195,"AXIS Cash",VIJAYAWADA,9950.00
17-05-2024,57883,5788300290,"AXIS Cash","DURGAPUR (WEST BENGAL)",6441.00
17-05-2024,57848,578480008,"AXIS Cash",HYDERABAD,6152.00
17-05-2024,59176,5917600431,"AXIS Cash",AMBALA,11300.00
17-05-2024,57899,79716704,"AXIS Cash",AHMEDABAD,23100.00
17-05-2024,57890,60983680,"AXIS Cash",GORAKHPUR,3830.00
17-05-2024,57845,5784500180,"AXIS Cash",MUMBAI,3050.00
17-05-2024,57839,58147214,"AXIS Cash",SIKAR,1570.00
17-05-2024,57847,80179385,"AXIS Cash",PANAJI,3870.00
17-05-2024,57833,40490754,"AXIS Cash",SRIGANGANAGAR,5500.00
17-05-2024,57838,5783800204,"AXIS Cash",VISAKHAPATNAM,2000.00
17-05-2024,57832,49461078,"AXIS Cash",KAKINADA,3044.00
17-05-2024,57792,9898747,"AXIS Cash",AHMEDABAD,1600.00
17-05-2024,57791,5779100285,"AXIS Cash",BANGALORE,560.00
17-05-2024,57784,8773058,"AXIS Cash",ROORKEE,1218.00
17-05-2024,57681,80082107,"AXIS Cash",AURANGABAD,1218.00
17-05-2024,57653,5765300303,"AXIS Cash",JAIPUR,620.00
17-05-2024,57724,1150088,"AXIS Cash",GUWAHATI,3070.00
17-05-2024,57761,5776100335,"AXIS Cash",NAVSARI,1247.00
17-05-2024,57761,5776100334,"AXIS Cash",NAVSARI,2323.00
17-05-2024,57754,32040508,"AXIS Cash","PURNIA / PURNEA",3000.00
17-05-2024,57749,74315793,"AXIS Cash",CHANDIGARH,2800.00
17-05-2024,57621,5762100292,"AXIS Cash",AHMEDABAD,1727.00
17-05-2024,57638,5763800301,"AXIS Cash",RAJKOT,1337.00
17-05-2024,57625,5762500365,"AXIS Cash",AJMER,310.00
17-05-2024,57611,5761100250,"AXIS Cash",AHMEDABAD,3550.00
17-05-2024,57609,79932234,"AXIS Cash",BANGALORE,3000.00
17-05-2024,57551,5759100372,"AXIS Cash",LUCKNOW,4900.00
17-05-2024,57528,96153087,"AXIS Cash","KOTA - RAJASTHAN",8340.00
